name,quantity,price,volume,timestamp,UID
Lee Kum Kee Premium Dark Soy Sauce 500Ml,1,2.3,1.0,2023-01-04 19:06:00.289,ID_382
Linda Mccartney 6 Vegetarian Sausages 270G,1,1.5,1.0,2023-01-04 19:06:00.289,ID_357
Tesco Crunchy Peanut Butter 700G,1,2.35,1.0,2023-01-04 19:06:00.289,ID_271
Tesco Multiseed Batch Medium Sliced White Loaf 800g,1,1.0,1.0,2023-01-04 19:06:00.289,ID_1882
Tesco Skinless Boneless Scottish Mackerel In Tomato Sauce 125G,1,0.8,1.0,2023-01-04 19:06:00.289,ID_351
Tesco Mackerel In Katsu Curry Sauce 125G,1,0.8,1.0,2023-01-04 19:06:00.289,ID_356
Belazu Rose Harissa Paste 130G,1,2.7,1.0,2023-01-04 19:06:00.289,ID_368
Tesco Salad Tomatoes 6 Pack,1,0.85,1.0,2023-01-04 19:06:00.289,ID_205
San Pellegrino Sparkling Natural Mineral Water 500ml,1,0.64,1.0,2023-01-04 19:06:00.289,ID_21
Tesco Whole Cardamom 30G,1,1.0,1.0,2023-01-04 19:06:00.289,ID_365
Victoria Bakery Cornflour 250G,1,1.0,1.0,2023-01-04 19:06:00.289,ID_352
Tesco Mackerel In Hot Sauce 125G,1,0.8,1.0,2023-01-04 19:06:00.289,ID_339
The Tofoo Co. Organic Silken Tofu 250G,1,1.85,1.0,2023-01-04 19:06:00.289,ID_347
Tesco Large Granny Smith Apples Class 1 Loose,1,2.51,1.0,2023-01-04 19:06:00.289,ID_1928
Large Conference Pears Class 1 Loose,1,2.5,1.0,2023-01-04 19:06:00.289,ID_1929
Tesco Finest Mixed Baby Tomatoes 250G,1,1.19,1.0,2023-01-04 19:06:00.289,ID_348
Tesco Mixed Sized Organic Eggs 6 Pack,1,2.3,1.0,2023-01-04 19:06:00.289,ID_152
Tesco Okra 175G,1,1.6,1.0,2023-01-04 19:06:00.289,ID_336
Tesco Sweet Chilli & Garlic Sauce 250Ml,1,1.45,1.0,2023-01-04 19:06:00.289,ID_334
Suntrail Farms Ripen At Home Plum 400G,1,0.79,1.0,2023-01-04 19:06:00.289,ID_259
Quorn Takeaway 2 Spicy Buffalo Fillets 200G,1,3.0,1.0,2023-01-04 19:06:00.289,ID_374
Marmite Yeast Extract Spread 250G,1,3.0,1.0,2023-01-04 19:06:00.289,ID_375
Lee Kum Kee Sweet Hoisin Sauce 567G,1,3.15,1.0,2023-01-04 19:06:00.289,ID_344
Tesco E/Anglian Little Gem Lettuce 2 Pack,1,0.85,1.0,2023-01-04 19:06:00.289,ID_1911
Aspall Red Wine Vinegar 350Ml,1,1.15,1.0,2023-01-04 19:06:00.289,ID_373
Tesco Red Peppers Each,1,0.5,1.0,2023-01-04 19:06:00.289,ID_213
Tesco Butternut Squash & Whipped Feta Wrap,1,1.94,1.0,2023-01-04 19:06:00.289,ID_380
Tesco Limes Each,1,0.19,1.0,2023-01-04 19:06:00.289,ID_372
Tesco Lemongrass 4G ..,1,1.4,1.0,2023-01-04 19:06:00.289,ID_364
Tesco Ground Cumin 43G,1,0.95,1.0,2023-01-04 19:06:00.289,ID_286
Tesco Finest Scottish Smoked Salmon 60G,1,1.66,1.0,2023-01-04 19:06:00.289,ID_363
Napolina Chopped Tomatoes 400G,1,0.8,1.0,2023-01-04 19:06:00.289,ID_1930
Tesco Carrots Loose,1,0.46,1.0,2023-01-04 19:06:00.289,ID_206
Tesco Universal Bag For Life,1,0.3,1.0,2023-01-04 19:06:00.289,ID_99
Tesco Root Ginger Loose,1,5.22,1.0,2023-01-04 19:06:00.289,ID_190
Tesco Chickpeas In Water 400G,1,0.7,1.0,2023-01-04 19:06:00.289,ID_14
Tesco Large Baking Potatoes Loose,1,0.7,1.0,2023-01-04 19:06:00.289,ID_123
Tesco Brown Onions Each,3,0.17,3.0,2023-01-04 19:06:00.289,ID_217
Tesco Sardines In Brine 120G,2,0.5,2.0,2023-01-04 19:06:00.289,ID_362
Blue Dragon Light Coconut Milk 400ml,1,1.75,1.0,2023-01-04 19:06:00.289,ID_1931
The Tofoo Co. Extra Firm Organic Tofu Naked XL 450g,1,3.45,1.0,2023-01-04 19:06:00.289,ID_1932
Tesco Pure Sunflower Oil 1L,1,2.1,1.0,2023-01-04 19:06:00.289,ID_303
Tesco Cinnamon Sticks 12G,1,1.0,1.0,2023-01-04 19:06:00.289,ID_354
Tesco Extra Virgin Olive Oil 500Ml,1,3.8,1.0,2023-01-04 19:06:00.289,ID_349
Tesco Ground White Pepper 100G,1,2.5,1.0,2023-01-04 19:06:00.289,ID_340
Tesco Plant Chef Meat Free Beef Style Pieces 200G,1,1.75,1.0,2023-01-04 19:06:00.289,ID_367
Tesco Lemons Each,1,0.3,1.0,2023-01-04 19:06:00.289,ID_192
Tesco Large Garlic,1,0.65,1.0,2023-01-04 19:06:00.289,ID_1933
Tesco Dill 20G,1,0.37,1.0,2023-01-04 19:06:00.289,ID_359
Heinz Salad Cream 70% Less Fat 435G,1,2.8,1.0,2023-01-04 19:06:00.289,ID_337
Oxo Beef Stock Cubes 12 Pack 71g,1,1.75,1.0,2023-01-04 19:06:00.289,ID_1934
Tesco Bunched Coriander 150g,1,1.35,1.0,2023-01-04 19:06:00.289,ID_1935
Tesco Egg Protein Pot 90G,1,0.82,1.0,2023-01-04 19:06:00.289,ID_74
Tesco Large Wholemeal Baps 4Pk+2 Extra Free,1,0.9,1.0,2022-02-24 19:43:59.593,ID_489
Tesco Mini Cornichons 340G,1,1.15,1.0,2022-02-24 19:43:59.593,ID_490
Tesco Limes Minimum 5 Pack,2,0.78,2.0,2024-05-06 16:25:50.801,ID_955
Tesco Sardines In Tomato Sauce 120G,1,0.55,1.0,2024-05-06 16:25:50.801,ID_1936
Tesco Finest Super Seeded Sliced Farmhouse Loaf 800g,1,1.45,1.0,2024-05-06 16:25:50.801,ID_1891
Ocean Crest Cockles In Vinegar 200G,1,2.75,1.0,2024-05-06 16:25:50.801,ID_1937
Tesco Aubergine Each 250G (C),1,0.95,1.0,2024-05-06 16:25:50.801,ID_68
Tesco Salad Tomatoes 360G (C),1,0.95,1.0,2024-05-06 16:25:50.801,ID_12
Shazans Chicken Drumsticks 600G,1,1.39,1.0,2024-05-06 16:25:50.801,ID_1938
Tesco Onion And Garlic Dip 200G,1,0.6,1.0,2024-05-06 16:25:50.801,ID_1939
Tesco 2 Scotch Eggs 227G (C),1,1.3,1.0,2024-05-06 16:25:50.801,ID_170
Banana Each (C),5,0.27,5.0,2024-05-06 16:25:50.801,ID_49
Tesco Sweet Easy Peeler 600G (C),1,1.55,1.0,2024-05-06 16:25:50.801,ID_39
Tesco Little Gem 2 Pack (C),1,0.9,1.0,2024-05-06 16:25:50.801,ID_78
Tesco Sardines In Sunflower Oil 120G,3,0.55,3.0,2024-05-06 16:25:50.801,ID_495
Tesco Core Ripen At Home Nectarin 4 Pack (C),1,1.51,1.0,2024-05-06 16:25:50.801,ID_529
Vivera Veggie Greek Kebab 175G,1,2.85,1.0,2024-05-06 16:25:50.801,ID_505
Tesco Mixed Sized Organic Eggs 6 Pack,1,2.9,1.0,2024-05-06 16:25:50.801,ID_152
Tesco Closed Cup Mushrooms 300G (C),1,0.63,1.0,2024-05-06 16:25:50.801,ID_15
Tesco Trimmed Spring Onions 100G,1,0.47,1.0,2024-05-06 16:25:50.801,ID_1940
Tesco Fresh Egg Custard Tarts 2 Pack,1,0.95,1.0,2024-05-06 16:25:50.801,ID_1877
Old El Paso Sliced Green Jalapenos 215G,1,1.75,1.0,2022-05-29 17:52:59.590,ID_433
Tesco Sweet & Easy Peel Clementines 600g,1,1.29,1.0,2022-05-29 17:52:59.590,ID_1876
Large Pink Lady Apples (C) Loose Class 1,3,0.6,3.0,2022-05-29 17:52:59.590,ID_422
Tesco Soured Cream 300Ml,1,1.05,1.0,2022-05-29 17:52:59.590,ID_285
Tesco Wholemeal Tortilla Wraps 8 pack,1,1.15,1.0,2022-05-29 17:52:59.590,ID_1941
Heinz Tomato Ketchup Less Salt & Sugar 665G,1,3.15,1.0,2022-05-29 17:52:59.590,ID_91
Heinz Seriously Good Light Mayonnaise 570G,1,2.25,1.0,2022-05-29 17:52:59.590,ID_324
Tesco Fresh Egg Custard Tarts 2 Pack,1,1.25,1.0,2022-05-29 17:52:59.590,ID_1877
Tesco Grated Mozzarella 250G,2,1.85,2.0,2022-05-29 17:52:59.590,ID_161
Tesco Loose Red Peppers(C),1,0.55,1.0,2022-05-29 17:52:59.590,ID_3
Tesco Sweet Vine Ripened Tomatoes 255G,1,0.52,1.0,2022-05-29 17:52:59.590,ID_419
T.Assorted Ballpoint Pens 10 Pack,1,0.45,1.0,2021-10-22 14:30:01.383,ID_545
Tesco Lever Arch Assorted,1,2.0,1.0,2021-10-22 14:30:01.383,ID_1942
Tesco Stackable Clips Pins And Bands,1,3.5,1.0,2021-10-22 14:30:01.383,ID_544
T.Whiteboard Markers Asstd 4 Pack,1,1.0,1.0,2021-10-22 14:30:01.383,ID_546
Nutella Hazelnut Chocolate Spread 350G,1,2.75,1.0,2023-05-28 10:54:34.614,ID_204
Tesco Plain Flour 1.5Kg,1,0.8,1.0,2023-05-28 10:54:34.614,ID_201
Tesco Mixed Sized Organic Eggs 6 Pack,1,2.6,1.0,2023-05-28 10:54:34.614,ID_152
Secret Garden,1,10.0,1.0,2023-05-28 10:54:34.614,ID_203
Tesco Blueberries 250G,1,3.0,1.0,2023-05-28 10:54:34.614,ID_1943
Tesco Bananas Loose,1,1.01,1.0,2023-05-28 10:54:34.614,ID_202
Tesco Lemons Each,1,0.3,1.0,2023-05-28 10:54:34.614,ID_192
Tesco Plant Chef Houmous Harissa Vegetable Sandwich,1,1.9,1.0,2023-01-11 12:58:39.166,ID_330
Mccoy's Cheddar & Onion Grab Bag Crisps 45G,1,0.75,1.0,2023-01-11 12:58:39.166,ID_117
San Pellegrino Sparkling Natural Mineral Water 500ml,1,0.75,1.0,2023-01-11 12:58:39.166,ID_21
The Mussel Shack Cooked Seafood Selection 240G,1,2.62,1.0,2023-01-11 12:58:39.166,ID_329
DIESEL  ,1,1.61,1.0,2022-03-10 18:28:58.376,ID_193
Tesco Ripe & Ready Medium Avocado,1,0.59,1.0,2024-01-13 17:45:03.602,ID_1944
Tesco Egg Custard Tarts 2 Pack,1,0.75,1.0,2024-01-13 17:45:03.602,ID_54
Tesco Baby Plum Tomatoes 300G,1,0.75,1.0,2024-01-13 17:45:03.602,ID_53
Tesco Cinnamon Swirl Pastry 2 Pack,1,1.1,1.0,2024-11-19 12:30:59.192,ID_1881
Tesco Jingle Brie Sandwich,1,1.71,1.0,2024-11-19 12:30:59.192,ID_1945
Mccoy's Cheddar & Onion Grab Bag Crisps 45G,1,0.69,1.0,2024-11-19 12:30:59.192,ID_117
Tenzing Natural Energy Drink - Lime & Mint 330ml,1,1.2,1.0,2024-11-19 12:30:59.192,ID_1946
Mccain Smiles 567G(25% Extra),1,2.7,1.0,2023-11-26 19:45:58.026,ID_1947
Ribena Blackcurrant Squash 850ml,1,2.3,1.0,2023-11-26 19:45:58.026,ID_1948
Chicago Town Deep Dish Four Cheese Pizzas 2 X 148G,1,1.8,1.0,2023-11-26 19:45:58.026,ID_94
Mccoy's Cheddar & Onion Grab Bag Crisps 45G,1,0.74,1.0,2025-03-01 20:34:13.392,ID_117
Oasis Citrus Punch 500ml,1,1.19,1.0,2025-03-01 20:34:13.392,ID_566
Tesco Chicken Bacon & Stuffing Sandwich,1,1.67,1.0,2025-03-01 20:34:13.392,ID_822
DIESEL  ,1,1.62,1.0,2023-04-11 14:13:35.432,ID_193
Tesco Sesame Seeds 300G,1,2.5,1.0,2023-06-05 16:57:46.951,ID_194
Tesco Finest Buffalo Mozzarella & Tomato Pizza 420G,1,3.87,1.0,2024-01-15 18:38:40.292,ID_31
Tesco Finest Garlic & Extra Virgin Olive Oil Flatbread 200G,1,2.13,1.0,2024-01-15 18:38:40.292,ID_29
Pizza Express Sloppy Giuseppe 292G,1,3.9,1.0,2024-01-15 18:38:40.292,ID_1949
John Smith's Extra Smooth Ale 10 x 440ml,1,8.0,1.0,2022-03-10 18:34:28.352,ID_1950
Plaza Centro Prosecco 75Cl,1,6.5,1.0,2022-03-10 18:34:28.352,ID_475
Tesco Finest Dine In Tart Au Citron 150g,1,1.3,1.0,2022-07-28 15:58:01.145,ID_1951
Tesco Chicken & Stuffing Sandwich,1,1.45,1.0,2022-07-28 15:58:01.145,ID_399
Ribena Blackcurrant Juice Drink 500ml,1,0.91,1.0,2022-07-28 15:58:01.145,ID_1912
Wicked Kitchen Fajita Spiced Burrito,1,1.8,1.0,2022-07-28 15:58:01.145,ID_400
Tyrrells Mixed Root Vegetable Crisps 40G,1,0.64,1.0,2022-07-28 15:58:01.145,ID_398
Tesco Plant Chef Spiced Butternut Squash & Chestnut Wrap,1,1.74,1.0,2023-11-08 12:48:54.309,ID_115
Mccoy's Cheddar & Onion Grab Bag Crisps 45G,1,0.62,1.0,2023-11-08 12:48:54.309,ID_117
Coca-Cola Zero Sugar 500ml,1,1.04,1.0,2023-11-08 12:48:54.309,ID_116
DIESEL  ,1,1.89,1.0,2022-07-29 11:56:19.342,ID_193
Tesco Pineapple Chunks 145G,1,1.0,1.0,2021-07-20 13:08:12.742,ID_240
Lipton Ice Tea Peach Bottle 500ml,1,1.25,1.0,2021-07-20 13:08:12.742,ID_174
Tesco Plant Chef Falafel Houmous Wrap,1,2.75,1.0,2021-07-20 13:08:12.742,ID_178
Tesco Feta Semi Dried Tomato Pasta 290G,1,2.5,1.0,2021-07-20 13:08:12.742,ID_591
San Pellegrino Sparkling Natural Mineral Water 500ml,1,0.75,1.0,2021-07-20 13:08:12.742,ID_21
Wicked Kitchen Hot Burrito,1,3.0,1.0,2021-07-20 13:08:12.742,ID_658
TESCO FINEST PEACH MELODY,1,30.0,1.0,2025-02-13 16:12:00.723,ID_1952
Carte D'or Madagascan Vanilla Light Ice Cream Tub 900ml,1,2.75,1.0,2025-02-13 16:12:00.723,ID_1953
Tesco Finest Sticky Toffee Pudding 400g,1,4.5,1.0,2025-02-13 16:12:00.723,ID_1954
Tesco British Double Cream 300Ml,1,1.5,1.0,2025-02-13 16:12:00.723,ID_852
Seasonal Chrysanthemums,1,3.0,1.0,2025-02-13 16:12:00.723,ID_1955
Rustlers The Essential Cheese Burger 172g,1,0.95,1.0,2025-02-13 16:12:00.723,ID_1956
Ruby Fountain T,1,10.0,1.0,2025-02-13 16:12:00.723,ID_1957
Tesco Halloumi With Chilli 225G,1,2.05,1.0,2021-09-04 18:16:25.604,ID_1958
Tesco Grated Mozzarella 250G,1,1.75,1.0,2021-09-04 18:16:25.604,ID_161
Tesco Red Seedless Grape Punnet 400G,1,2.0,1.0,2021-09-04 18:16:25.604,ID_795
Doritos Dippers Cool Original Tortilla Chips 270G,1,2.5,1.0,2021-09-04 18:16:25.604,ID_601
Tesco Brown Onions Each,2,0.17,2.0,2023-02-03 18:52:17.725,ID_217
Hellmann's Tomato Ketchup Sauce Squeezy 430ml,1,1.5,1.0,2023-02-03 18:52:17.725,ID_328
Heinz Seriously Good Light Mayonnaise 570G,1,2.5,1.0,2023-02-03 18:52:17.725,ID_324
Tesco Perfectly Ripe Mango,1,0.59,1.0,2023-02-03 18:52:17.725,ID_222
Linda Mccartney Vegetarian Shredded Hoisin Duck 300G,2,2.5,2.0,2023-02-03 18:52:17.725,ID_320
Tesco Salad Tomatoes 6 Pack,1,0.85,1.0,2023-02-03 18:52:17.725,ID_205
Linda Mccartneys Vegemince 500G,1,2.0,1.0,2023-02-03 18:52:17.725,ID_321
Tesco Ancient Grain Rolls 4 Pack,1,1.2,1.0,2023-02-03 18:52:17.725,ID_319
Colman's Original English Mustard Jar 100G,1,1.25,1.0,2023-02-03 18:52:17.725,ID_326
Tesco Whole Pickled Gherkins 680G,1,2.1,1.0,2023-02-03 18:52:17.725,ID_257
Tesco Ripen At Home Avocados 3Pack,1,1.8,1.0,2023-02-03 18:52:17.725,ID_56
Tesco Plant Chef Meat Free Mince 300G,1,1.95,1.0,2023-02-03 18:52:17.725,ID_325
Bonne Maman Black Cherry Conserve 370G,1,3.3,1.0,2023-02-03 18:52:17.725,ID_327
Tesco Pink Lady Apples 5 Pack,1,2.25,1.0,2023-02-03 18:52:17.725,ID_1959
Tesco Bananas Loose,1,0.78,1.0,2023-02-03 18:52:17.725,ID_202
Tesco Finest Coleslaw 180G,1,0.46,1.0,2023-02-03 18:52:17.725,ID_323
Mr Kipling 6 Snowflake Mince Pies,2,0.95,2.0,2023-11-12 15:45:53.638,ID_85
Tesco Semi-Dried Roasted Vine Tomatoes 190G,1,2.5,1.0,2023-11-12 15:45:53.638,ID_1892
Tesco English Salted Butter 250g,1,1.9,1.0,2023-11-12 15:45:53.638,ID_1960
Pr̩sident French Brie Cheese 200g,1,3.1,1.0,2023-11-12 15:45:53.638,ID_108
Tesco Caramelised Onion Houmous 230G (C),1,1.4,1.0,2023-11-12 15:45:53.638,ID_1961
Tesco 6 Prosciutto Crudo Slices 84G,1,1.85,1.0,2023-11-12 15:45:53.638,ID_109
Tesco White Baguette 400G,1,1.2,1.0,2023-11-12 15:45:53.638,ID_110
Tesco 100% Pure Orange Juice Smooth 1 Litre,1,2.0,1.0,2024-11-23 09:30:10.870,ID_760
Tetley Decaffeinated 80 Teabags 250G,1,2.96,1.0,2024-11-23 09:30:10.870,ID_1962
Tesco Cauliflower Each,1,1.0,1.0,2024-02-03 13:36:03.954,ID_1963
Tesco Little Gem 2 Pack (C),1,1.0,1.0,2024-02-03 13:36:03.954,ID_78
Tesco Aubergine Each 250G (C),1,0.95,1.0,2024-02-03 13:36:03.954,ID_68
Tesco Salad Tomatoes 360G (C),1,0.95,1.0,2024-02-03 13:36:03.954,ID_12
Sensations Mature Cheddar & Chilli Chutney Flavour Potato Crisps 150g,1,1.5,1.0,2024-02-03 13:36:03.954,ID_1964
Tesco Cooked Beetroot Vacuum Pack 300G (C),1,1.15,1.0,2024-02-03 13:36:03.954,ID_37
Banana Each (C),5,0.27,5.0,2024-02-03 13:36:03.954,ID_49
Tesco Sweet Easy Peeler 600G (C),1,1.55,1.0,2024-02-03 13:36:03.954,ID_39
Tesco Wholefoods Roasted Monkey Nuts 250G (C),1,1.35,1.0,2024-02-03 13:36:03.954,ID_1965
Maille Wholegrain Mustard 210G,1,2.9,1.0,2024-02-03 13:36:03.954,ID_1966
Sarsons Malt Vinegar 250Ml,1,1.15,1.0,2024-02-03 13:36:03.954,ID_1735
Tesco Mixed Sized Organic Eggs 6 Pack,1,2.9,1.0,2024-02-03 13:36:03.954,ID_152
Tesco Fresh Egg Custard Tarts 2 Pack,1,0.95,1.0,2024-02-03 13:36:03.954,ID_1877
Tesco Parsnips 500G,1,0.75,1.0,2024-02-03 13:36:03.954,ID_1967
Tesco Multiseed Batch Medium Sliced White Loaf 800g,1,1.15,1.0,2024-02-03 13:36:03.954,ID_1882
Old El Paso Refried Beans 435G,1,2.35,1.0,2024-02-03 13:36:03.954,ID_249
Tesco Semi-Dried Roasted Vine Tomatoes 190G,1,2.5,1.0,2021-08-07 14:16:07.177,ID_1892
Tesco Oranges Each,1,0.35,1.0,2021-08-07 14:16:07.177,ID_634
Guinness Draught 4X440ml,1,4.49,1.0,2021-08-07 14:16:07.177,ID_519
Large Conference Pears Class 1 Loose,1,2.7,1.0,2021-08-07 14:16:07.177,ID_1929
Tesco Feta And Herb Spinach Pastries 130G,1,2.5,1.0,2021-08-07 14:16:07.177,ID_633
Tesco Stonebaked Spinach & Ricotta Pizza 314G,1,3.5,1.0,2021-08-07 14:16:07.177,ID_493
Granulated Sugar 1Kg,1,1.09,1.0,2024-11-24 15:10:29.413,ID_1336
Tesco Universal Bag For Life,1,0.3,1.0,2024-11-24 15:10:29.413,ID_99
Pride Lemon Juice 250Ml,1,0.9,1.0,2024-11-24 15:10:29.413,ID_157
Bisto Reduced Salt Gravy Granules 190G,1,2.0,1.0,2024-11-24 15:10:29.413,ID_1968
Pizza Express Margherita Pizza 245G,1,2.85,1.0,2024-11-24 15:10:29.413,ID_1969
Elmlea Double Alternative To Cream 270Ml,1,1.3,1.0,2024-11-24 15:10:29.413,ID_1970
Heinz Turkish Style Garlic Sauce 420G,1,3.0,1.0,2024-11-24 15:10:29.413,ID_1971
Nescafe Original Instant Coffee 100g,1,3.65,1.0,2024-11-24 15:10:29.413,ID_1972
T East Anglian Baby Plum Tomato 325G (C),1,1.1,1.0,2024-11-24 15:10:29.413,ID_1973
Tesco Sweet & Easy Peel Clementines 600g,1,1.8,1.0,2024-11-24 15:10:29.413,ID_1876
Birds Eye Petits Pois 545g,1,2.85,1.0,2024-11-24 15:10:29.413,ID_1974
Tesco Black Peppercorn Grinder 50G,1,2.95,1.0,2024-11-24 15:10:29.413,ID_1975
Tesco British Whole Chicken 1.35-1.55Kg,1,4.7,1.0,2024-11-24 15:10:29.413,ID_1976
Paxo Sage & Onion Stuffing Mix 170G,1,2.0,1.0,2024-11-24 15:10:29.413,ID_1977
Linda Mccartney 2 Mozzarella Burgers 227G,2,2.0,2.0,2024-11-24 15:10:29.413,ID_524
Persil Bio 3 in 1 Laundry Washing Detergent Capsules 36 Washes 759.6g,1,7.5,1.0,2024-11-24 15:10:29.413,ID_1978
Tesco Ripe & Ready Avocados Twin Pack,1,1.85,1.0,2024-11-24 15:10:29.413,ID_1979
Tesco Mushroom Stir Fry 320g,1,0.6,1.0,2024-11-24 15:10:29.413,ID_1980
Mr Kipling 6 Snowflake Mince Pies,1,1.75,1.0,2024-11-24 15:10:29.413,ID_85
Ramona's Original Heavenly Houmous 250g,1,2.5,1.0,2024-11-24 15:10:29.413,ID_1981
Tesco All Rounder Potatoes 1.25kg ,1,1.35,1.0,2024-11-24 15:10:29.413,ID_1982
Nandos Squeezy Perinaise 265G,1,2.55,1.0,2024-11-24 15:10:29.413,ID_861
Cucumber Whole Each (C),1,0.89,1.0,2024-11-24 15:10:29.413,ID_45
Tesco Sesame Seeds 100G,1,1.0,1.0,2021-08-12 21:55:44.798,ID_316
Tesco Bananas Loose,1,0.73,1.0,2021-08-12 21:55:44.798,ID_202
Tesco Aubergine Each,2,0.7,2.0,2021-08-12 21:55:44.798,ID_632
Cofresh Bombay Mix 325G,1,1.0,1.0,2021-08-12 21:55:44.798,ID_630
Tesco Brown Onions Loose,1,0.85,1.0,2021-08-12 21:55:44.798,ID_245
Tesco Cinnamon 80G,1,0.91,1.0,2021-08-12 21:55:44.798,ID_627
Tesco Finest Sweet Mini Peppers 220G,3,1.5,3.0,2021-08-12 21:55:44.798,ID_628
Nightingale Farms Cherry Tomatoes 250G,1,0.48,1.0,2021-08-12 21:55:44.798,ID_405
Tesco Fresh Cut Coriander 30G,1,0.7,1.0,2021-08-12 21:55:44.798,ID_275
Tesco Red Chillies 60G,1,0.6,1.0,2021-08-12 21:55:44.798,ID_228
Tesco Halloumi With Chilli 225G,1,2.05,1.0,2021-08-12 21:55:44.798,ID_1958
Tesco Bramley Cooking Apples Loose,1,2.0,1.0,2021-08-12 21:55:44.798,ID_236
Tesco Halloumi 225G,1,2.0,1.0,2021-08-12 21:55:44.798,ID_253
Tesco Rosemary 20G,1,0.7,1.0,2021-08-12 21:55:44.798,ID_279
Oxo Chicken Stock Cubes 12 Pack 71g,1,1.3,1.0,2021-08-12 21:55:44.798,ID_1983
Tesco Curled Leaf Parsley 30g,1,0.7,1.0,2021-08-12 21:55:44.798,ID_1984
Schwartz ground Turmeric 37g,1,1.6,1.0,2021-08-12 21:55:44.798,ID_626
Tesco Garlic Each,2,0.25,2.0,2021-08-12 21:55:44.798,ID_629
Tesco Ready To Eat Large Avocados Each,2,0.85,2.0,2021-08-12 21:55:44.798,ID_242
Wahaca Chipotle Chilli Sauce 155G,1,1.8,1.0,2021-08-12 21:55:44.798,ID_631
Tesco Lemons Each,4,0.3,4.0,2021-08-12 21:55:44.798,ID_192
DIESEL  ,1,1.36,1.0,2021-07-27 17:45:39.511,ID_193
Tesco Finest Prosecco Rose 75Cl,1,8.0,1.0,2021-09-18 13:58:03.592,ID_590
Wicked Kitchen Fajita Spiced Burrito,1,3.0,1.0,2021-09-18 13:58:03.592,ID_400
Tesco Feta Semi Dried Tomato Pasta 290G,1,2.5,1.0,2021-09-18 13:58:03.592,ID_591
Tesco Finest Prosecco Doc 75Cl,1,8.0,1.0,2021-09-18 13:58:03.592,ID_306
Ribena Blackcurrant Juice Drink No Added Sugar 500ml,1,1.3,1.0,2021-09-18 13:58:03.592,ID_1985
Tesco Pineapple Chunks 145G,1,1.0,1.0,2021-09-18 13:58:03.592,ID_240
DIESEL  ,1,1.86,1.0,2022-11-07 17:55:16.154,ID_193
Tesco Leeks Loose,1,2.75,1.0,2022-08-10 18:37:17.230,ID_396
Tesco Brown Onions Loose,1,0.85,1.0,2022-08-10 18:37:17.230,ID_245
Jus-Rol Puff Pastry Ready Rolled Sheet 320G,1,1.75,1.0,2022-08-10 18:37:17.230,ID_395
Tesco Plant Chef Hoisin Wrap,1,1.82,1.0,2024-01-16 07:18:59.973,ID_26
Walkers Baked Cheese & Onion 37.5G,1,0.71,1.0,2024-01-16 07:18:59.973,ID_1986
Tesco Cinnamon Swirl Pastry 2 Pack,2,1.1,2.0,2024-01-16 07:18:59.973,ID_1881
San Pellegrino Sparkling Natural Mineral Water 500ml,1,0.87,1.0,2024-01-16 07:18:59.973,ID_21
Tesco Tuna Crunch Sub,1,1.93,1.0,2024-08-29 12:48:11.136,ID_176
San Pellegrino Sparkling Natural Mineral Water 500ml,1,0.92,1.0,2024-08-29 12:48:11.136,ID_21
Mccoy's Cheddar & Onion Grab Bag Crisps 45G,1,0.75,1.0,2024-08-29 12:48:11.136,ID_117
Tony's Chocolonely Milk Chocolate Creamy Hazelnut Crunch 180G,1,3.0,1.0,2023-07-04 20:17:22.959,ID_182
Ribena Blackcurrant Squash 850ml,1,2.0,1.0,2023-07-04 20:17:22.959,ID_1948
San Pellegrino Sparkling Natural Mineral Water 500ml,1,0.92,1.0,2024-01-18 13:08:07.706,ID_21
Yorkie Raisin & Biscuit Chocolate Bar 53G,1,0.55,1.0,2024-01-18 13:08:07.706,ID_1987
Tesco Plant Chef Roasted Vegetable & Pesto Wrap,1,1.93,1.0,2024-01-18 13:08:07.706,ID_22
Aero Dark & Milk Mousse 4 X 55G,1,1.85,1.0,2023-04-20 18:27:54.973,ID_243
Tesco Ready To Eat Large Avocados Each,1,0.89,1.0,2023-04-20 18:27:54.973,ID_242
Tesco Brown Onions Loose,1,1.0,1.0,2023-04-20 18:27:54.973,ID_245
Walkers Sensations Thai Sweet Chilli Coated Peanuts Grab Bag 45g,1,0.4,1.0,2023-04-20 18:27:54.973,ID_246
Nightingale Farms Baby Plum Tomatoes 250G,1,0.69,1.0,2023-04-20 18:27:54.973,ID_248
Tesco Halloumi 225G,1,2.4,1.0,2023-04-20 18:27:54.973,ID_253
Tesco Courgettes Loose,1,2.9,1.0,2023-04-20 18:27:54.973,ID_252
Tesco Paneer Cheese 200G,1,1.5,1.0,2023-04-20 18:27:54.973,ID_254
Old El Paso Refried Beans 435G,1,1.95,1.0,2023-04-20 18:27:54.973,ID_249
Happy Egg Free Range Eggs Large 6 Pack,1,2.5,1.0,2023-04-20 18:27:54.973,ID_244
Tesco Taco Mixed Beans Spicy Tomato Sauce 395G,1,0.9,1.0,2023-04-20 18:27:54.973,ID_250
Tesco Red Peppers Each,1,0.6,1.0,2023-04-20 18:27:54.973,ID_213
Tesco Wholemeal Tortilla Wraps 8 pack,1,1.1,1.0,2023-04-20 18:27:54.973,ID_1941
Tesco Easy Cook Brown Rice 1Kg,1,2.0,1.0,2023-04-20 18:27:54.973,ID_251
